Line;seq;SO;Ext.order;WO;Status;print;obrada;Drawings;Truck;Truck date;CUSTOMER;Customer comment;EAN;DESCRIPTION;DESCRIPTION2;Color;QTY;Reason - comment;Nav Painted;WELDED;SHIPPED;STOCK;REST;TBP;logic palet 1;logic palet 2;logic palet 3;logic palet 4;BIG;EURO;PROGRESS;calc;Rest2;EX.SHIP DATE;Unit price;Rest price
A-LINE;4;SO027198;PO010102;WO072879;Released;1;;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO CLASS;542218;WI GK 6.00-4 25x179 RFD;TT Orange RAL2002 60052RS STARCO 420@16;RAL2002;152;PRIO 50 KOM;0;0;0;0;152;152;0,241269841;;0;0,241269841;;1;0;152;152;45821;24,21;3679,92
D-LINE;15;SO027035;PO010012;WO072357;Released;2;CO Puncher;Drawing;DE-2110;45951;KENDA Deutschland GmbH;;719719;WB AG24.00x22.5 H2 8/221/275 Ø27 R18 ET-50;VG3 Silver RAL9006 STARCO 5600@50;RAL9006;40;;0;0;0;0;40;40;10;;10;0;10;;0;40;40;45821;152,23;6089,2
MTM-SBM;0;SO027057;PO010038;WO072440;Released;2;prolazne rupe;Drawing;DE-2110;45951;KENDA Deutschland GmbH;PRIO 2;714547;WB W12x28 6/135/170 Ø17 ET-36;VG2 Orange CP1031 STARCO 1100@30;KUBOTA ORANGE;6;;0;0;0;0;6;6;2;;2;0;2;;0;6;6;45821;151,72;910,32
F-LINE;0;SO027369;PO010019;WO073451;Released;2;prolazne rupe;Drawing;DE-2410;45954;KENDA Deutschland GmbH;PRIO 9;709048;WB W14Lx20 H2 6/135.3/170 Ø17 ET-126;White CP1073 STARCO 1600@40;BIANCO LUCIDO;4;;0;0;0;0;4;4;0,5;;0;0,5;;1;0;4;4;45821;108,64;434,56
C-LINE;0;SO027173;PO010089;WO072750;Released;1;;Drawing;DE-0710;45937;KENDA Deutschland GmbH;;161594;WI GK 7.00Ix8 H2 25x64/73 TL Orange RAL2002 6205;2RS C3 STARCO 375@20 + VL TR412 Rubber Snap-In ...;RAL2002;500;;441;500;-441;0;59;59;0,472;;0;0,472;;1;0,882;59;59;45828;12,8;755,2
GS-MTM;0;SO027230;PO010107;WO073024;Released;1;CO Puncher;Drawing;DE-1410;45944;KENDA Deutschland GmbH;prio wk27;738260;WB 6.00Ix10 H2 4/60/101.6 Ø14 C60 ET0;Silver KENDA 750@140;RAL9006;20;;0;0;0;0;20;20;0,208333333;;0;0,208333333;;1;0;20;20;45828;49,67;993,4
D-LINE;13;SO027174;PO010088;WO072757;Released;1;prolazne rupe;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO 3;735016;WB DW11x24 6/135/170 Ø18.5 ET-76;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;4;;0;0;0;0;4;4;0,666666667;;0;0,666666667;;1;0;4;4;45828;106,21;424,84
A-LINE;1;SO027179;PO004867;WO072810;Released;1;;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;262826;WI GO 2.50Ax8 35,3x63,5;TL Red RAL3002 STARCO 250@16;RAL3002;810;;0;810;0;0;810;810;2;;2;0;2;;0;810;810;45834;4,59;3717,9
D-LINE;1;SO027572;PO005012;WO074117;Released;2;OC;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;613987;WB AG16.00x22.5 H2 5/290/335 Ø21.5 R22.4 ET-20;VG3 Yellow (CP1090 JCB) STARCO 4540@30;RAL1028;80;;47;0;0;47;80;33;10;;10;0;10;;0,5875;33;33;45905;144,41;11552,8
E-LINE;0;SO027281;PO004916;WO073225;Released;3;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;275475;WB 6.00Ix10 H2 5/65.5/112 Ø14 C60 ET0;Silver RAL9006 INDES 750@140;RAL9006;96;;96;96;0;96;96;0;1;;1;0;1;;1;0;0;45856;17,49;1679,04
A-LINE;5;SO027453;PO004972;WO073658;Released;1;;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;359687;WI GO 2.50Ax8 35,3x63,5;Silver RAL9006 STARCO 195@20;RAL9006;100;;0;100;0;0;100;100;0,24691358;;0;0,24691358;;1;0;100;100;45891;5,84;584
E-LINE;0;SO027281;PO004916;WO073224;Released;1;OC;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;100630;WB 5.50Ix8 H2 4/67/101.6 Ø12.5 C60 ET0;Silver RAL9006 STARCO 375@100;RAL9006;50;;0;0;0;0;50;50;0,333333333;;0;0,333333333;;1;0;50;50;45842;14,63;731,5
F-LINE;0;SO027453;PO004972;WO073656;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;;275666;WB 9.00Wx18 H2 8/221/275 Ø21.5 R16 ET-8;VG3 Black RAL9005 STARCO 2625@30;RAL9005;50;;49;50;0;49;50;1;3,125;;3;0,125;3;1;0,98;1;1;45898;56,07;2803,5
G-LINE;0;SO027453;PO004972;WO073660;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;381732;WB 6Jx16 H2 6/161/205 Ø21.5 R16 ET0;Silver RAL9006 KENDA 1500@140;RAL9006;120;6;118;118;0;118;120;2;4;;4;0;4;;0,983333333;2;2;45898;39,23;4707,6
E-LINE;0;SO027453;PO004972;WO073663;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;613444;WB 6.00Ix10 H2 4/67/101.6 Ø12.5 R11 ET-3;White RAL9003 KENDA 425@140;RAL9003;100;;7;100;-7;0;93;93;0,96875;;0;0,96875;;1;0,07;93;93;45915;16,56;1540,08
F-LINE;0;SO027453;PO004972;WO073674;Finished;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;;614564;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;VG3 Black RAL9005 STARCO 3750@30;RAL9005;160;;160;160;-132;28;28;0;2,333333333;;2;0,333333333;2;1;1;0;0;45931;86,13;2411,64
E-LINE;0;SO026201;PO004591;WO075154;Released;1;OC;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;100630;WB 5.50Ix8 H2 4/67/101.6 Ø12.5 C60 ET0;Silver RAL9006 STARCO 375@100;RAL9006;1;;0;0;0;0;1;1;0,006666667;;0;0,006666667;;1;0;1;1;45695;14,06;14,06
E-LINE;0;SO027572;PO005012;WO074105;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;385471;WB 6.00Ix10 H2 4/67/101.6 Ø12.5 C60 ET-3;Silver RAL9006 KENDA 425@140;RAL9006;100;;0;0;0;0;100;100;1,041666667;;1;0,041666667;1;1;0;100;100;45919;16,56;1656
B-LINE;0;SO027572;PO005012;WO074104;Released;3;;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;277318;WI EK 4.50Ix9 H2 35x66/78;TL White (CP1004) 6207/6207 2RS STARCO 2750@10;BIANCO AZZURRATO;540;;540;540;0;540;540;0;3,552631579;;3;0,552631579;3;1;1;0;0;45905;17,95;9693
B-LINE;0;SO027650;PO005020;WO074438;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;294384;WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;Silver RAL9006 KENDA 375@140;RAL9006;200;;0;200;0;0;200;200;1,142857143;;1;0,142857143;1;1;0;200;200;45947;11,79;2358
G-LINE;0;SO027584;PO005018;WO074143;Released;4;prolazne rupe;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;713069;WB 9.00x15.3 H2 5/93/140 Ø16.5 ET-84;VG3 Yellow CP1090 STARCO 975@40;JCB YELLOW;88;8;0;0;0;0;88;88;3,142857143;;3;0,142857143;3;1;0;88;88;45933;41,76;3674,88
F-LINE;0;SO027761;PO005081;WO074831;Released;1;OC;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO 0;110813;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;VG3 Yellow (CP1090) KENDA 3423@30;JCB YELLOW;50;;0;0;0;0;50;50;4,166666667;;4;0,166666667;4;1;0;50;50;45930;81;4050
B-LINE;0;SO027697;PO005064;WO074630;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;274553;WB 3.50Bx10 H2 4/85/115 Ø12.5 C90 ET0;Silver RAL9006 KENDA 450@140;RAL9006;100;;0;100;0;0;100;100;0,555555556;;0;0,555555556;;1;0;100;100;45961;10,98;1098
B-LINE;0;SO027698;PO005052;WO074638;Released;1;CO Puncher;Drawing;GB-0810;45938;KENDA GB Rugeley Ltd;PRIO;261096;WB 2.50Ax8 H2 4/67/101.6 Ø11.5 C90 ET0;White (CP 1004) KENDA 345@140;BIANCO AZZURRATO;702;;351;702;0;351;702;351;2;;2;0;2;;0,5;351;351;45947;4,89;3432,78
MTM-SBM;0;SO027174;PO010088;WO072762;Released;2;prolazne rupe;Drawing;DE-2110;45951;KENDA Deutschland GmbH;PRIO 2;714547;WB W12x28 6/135/170 Ø17 ET-36;VG2 Orange CP1031 STARCO 1100@30;KUBOTA ORANGE;4;;0;0;0;0;4;4;1,333333333;;1;0,333333333;1;1;0;4;4;45828;151,72;606,88
G-LINE;0;SO027204;PO010092;WO072940;Released;2;prolazne rupe;Drawing;DE-0710;45937;KENDA Deutschland GmbH;PRIO;108179;WB 7Jx16 H2 6/161/205 Ø18.5 ET83;Silver RAL9006 KENDA 1650@65;RAL9006;64;;64;64;0;64;64;0;2,133333333;;2;0,133333333;2;1;1;0;0;45835;58,87;3767,68
C-LINE;0;SO027173;PO010089;WO072751;Released;1;;Drawing;DE-0910;45939;KENDA Deutschland GmbH;;161594;WI GK 7.00Ix8 H2 25x64/73 TL Orange RAL2002 6205;2RS C3 STARCO 375@20 + VL TR412 Rubber Snap-In ...;RAL2002;500;;250;500;-250;0;250;250;2;;2;0;2;;0,5;250;250;45835;12,8;3200
E-LINE;0;SO027341;PO010221;WO073400;Released;1;OC;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 27;336961;WB 5.50Ix12 H2 6/161/205 Ø21.5 R16 ET10;Silver RAL9006 STARCO 1000@12;RAL9006;4;;0;0;0;0;4;4;0,047619048;;0;0,047619048;;1;0;4;4;45835;57,53;230,12
A-LINE;8;SO027300;PO010188;WO073288;Released;1;;Drawing;DE-2310;45953;KENDA Deutschland GmbH;prio wk27;359946;WI GO 2.50Ax8 35x71;Red RAL3002 STARCO 155@16;RAL3002;95;;0;0;0;0;95;95;0,234567901;;0;0,234567901;;1;0;95;95;45835;5,53;525,35
D-LINE;24;SO027341;PO010221;WO073399;Released;1;OC;Drawing;DE-2810;45958;KENDA Deutschland GmbH;;662923;WB AG16.00x22.5 H2 6/161/205 Ø21.5 R16 ET10;Silver RAL9006 STARCO 2400@40;RAL9006;10;;0;0;0;0;10;10;1,25;;1;0,25;1;1;0;10;10;45835;247,45;2474,5
E-LINE;0;SO027201;PO010095;WO072916;Released;4;CO Puncher;Drawing;;;KENDA Deutschland GmbH;PRIO 26;276403;WB 10.50Ix12 H2 4/85/130 Ø18.5 R14 ET-27;Silver RAL9006 STARCO 1100@40;RAL9006;230;;229;230;-229;0;1;1;0,020833333;;0;0,020833333;;1;0,995652174;1;1;45836;21,27;21,27
A-LINE;0;SO026503;PO009783;WO075177;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;506364;WI GK 2.50Ax8 14,2x96/89,8 TL Silver RAL9006;Flange bearing STARCO 235@20 + VL TR412 Rubber ...;RAL9006;191;;0;0;0;0;191;191;0,471604938;;0;0,471604938;;1;0;191;191;45840;4,86;928,26
G-LINE;0;SO027432;PO010139;WO073587;Released;4;OC;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 9;163802;WB 8Jx16 H2 6/161/205 Ø18.5 R14 ET-120;Black RAL9005 KENDA 1850@110;RAL9005;24;;0;8;0;0;24;24;1;;1;0;1;;0;24;24;45842;61,36;1472,64
F-LINE;0;SO027198;PO010102;WO072881;Released;2;CO Puncher;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO;559537;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 RFH;VG7 Silver RAL9006 STARCO 3750@40;RAL9006;82;;0;0;0;0;82;82;8,2;;8;0,2;8;1;0;82;82;45842;96,63;7923,66
E-LINE;0;SO027199;PO010097;WO072889;Firm Planned;0;CO Puncher;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;442075;WB 7.00Ix12 H2 4/60/100 Ø16 R12 ET-4;Silver RAL9006 AVANT TECNO 670@20;RAL9006;10;;0;0;0;0;10;10;0,166666667;;0;0,166666667;;1;0;10;10;45842;24,78;247,8
D-LINE;34;SO027202;PO010094;WO072921;Released;1;OC;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;149707;WB AG20.00x22.5 H2 8/221/275 Ø27 R18 ET-25 RFH;VG7 Silver RAL9006 STARCO 5500@40;RAL9006;8;;0;0;0;0;8;8;1;;1;0;1;;0;8;8;45842;189,63;1517,04
D-LINE;0;SO027204;PO010092;WO072946;Released;6;OC;Drawing;DE-0310;;KENDA Deutschland GmbH;PRIO;141282;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;VG7 Silver RAL9006 STARCO 4375@40;RAL9006;100;;100;100;-100;0;0;0;0;;0;0;;;1;0;0;45930;133,83;0
A-LINE;0;SO027201;PO010095;WO072910;Released;1;;Drawing;;;KENDA Deutschland GmbH;;200729;WI GR 2.50Ax8 20x120/114;TL Red RAL3002 STARCO 350@16;RAL3002;600;;0;0;0;0;600;600;1,481481481;;1;0,481481481;1;1;0;600;600;45842;6,1;3660
A-LINE;0;SO027201;PO010095;WO072911;Released;1;;Drawing;;;KENDA Deutschland GmbH;;266817;WI ER 2.50Ax6 20x75/69;TL Red RAL3002 STARCO 325@16;RAL3002;50;;0;0;0;0;50;50;0,079365079;;0;0,079365079;;1;0;50;50;45842;6,49;324,5
F-LINE;0;SO026916;PO009986;WO072030;Released;7;CO Puncher;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 4;559537;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 RFH;VG7 Silver RAL9006 STARCO 3750@40;RAL9006;40;;10;0;-10;0;30;30;3;;3;0;3;;0,25;30;30;45846;100,5;3015
E-LINE;0;SO027200;PO010096;WO072897;Released;2;CO Puncher;Drawing;DE-0710;45937;KENDA Deutschland GmbH;PRIO 12;293219;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;Yellow RAL1018 STARCO 1320@16;RAL1018;60;;48;60;0;48;60;12;1,25;;1;0,25;1;1;0,8;12;12;45849;27,5;1650
E-LINE;0;SO027230;PO010107;WO073027;Released;2;;Drawing;DE-0710;45937;KENDA Deutschland GmbH;PRIO 13;143941;WB 10.50Ix12 H2 5/79.5/114.3 Ø12 C75 ET-25 Orange;CP1031 STARCO 600@40 + VL TR413 Rubber Snap-In ...;KUBOTA ORANGE;100;;100;100;-96;4;4;0;0,111111111;;0;0,111111111;;1;1;0;0;45849;39,82;159,28
E-LINE;0;SO027193;PO010104;WO072859;Released;1;OC;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 13;700830;WB 7.00Ix8 H2 4/58.5/85 Ø14 R12 ET-7;Yellow RAL1018 STARCO 257@20;RAL1018;60;;0;0;0;0;60;60;0,48;;0;0,48;;1;0;60;60;45849;23;1380
E-LINE;0;SO027345;PO010243;WO073404;Released;1;CO Puncher;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 21;678979;WB 7.00Ix8 H2 4/72/101.6 Ø14.3 C60 ET-4;Silver RAL9006 STARCO 425@20;RAL9006;12;;0;0;0;0;12;12;0,096;;0;0,096;;1;0;12;12;45849;56,74;680,88
D-LINE;11;SO027432;PO010139;WO073597;Released;2;OC;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO 2;116259;WB AG16.00x22.5 H2 8/221/275 Ø22.5 R16 ET0;VG3 Silver RAL9006 KENDA 4295@50;RAL9006;4;;0;0;0;0;4;4;0,5;;0;0,5;;1;0;4;4;45849;245,82;983,28
MTM-SBM;0;SO027339;PO010127;WO073388;Released;1;prolazne rupe;Drawing;DE-0310;;KENDA Deutschland GmbH;PRIO;714547;WB W12x28 6/135/170 Ø17 ET-36;VG2 Orange CP1031 STARCO 1100@30;KUBOTA ORANGE;2;;2;2;-2;0;0;0;0;;0;0;;;1;0;0;45891;157,79;0
D-LINE;14;SO027346;PO010212;WO073415;Released;1;prolazne rupe;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO 6;556727;WB W10x24 6/161/205 Ø18 ET-32;VG2 White RAL9010 STARCO 1250@40;RAL9010;4;;0;0;0;0;4;4;0,666666667;;0;0,666666667;;1;0;4;4;45849;272,99;1091,96
E-LINE;0;SO027201;PO010095;WO072917;Released;1;OC;Drawing;DE-1410;45944;KENDA Deutschland GmbH;PRIO 10;293202;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Yellow RAL1018 STARCO 535@16;RAL1018;56;;0;0;0;0;56;56;0,448;;0;0,448;;1;0;56;56;45849;23;1288
F-LINE;0;SO027456;PO010314;WO073688;Finished;1;prolazne rupe;Drawing;DE-0310;;KENDA Deutschland GmbH;;708904;WB W11x20 H2 6/135.3/170 Ø17.5 ET-36;White CP1073 STARCO 1570@30;BIANCO LUCIDO;14;;14;14;-14;0;0;0;0;;0;0;;;1;0;0;45919;96,4;0
F-LINE;0;SO027477;PO010328;WO073770;Finished;1;prolazne rupe;Drawing;DE-0310;;KENDA Deutschland GmbH;;511313;WB W9x20 H2 6/114.5/152 Ø16 ET-45;VG3 Orange CP1031 STARCO 1060@40;KUBOTA ORANGE;24;;24;24;-24;0;0;0;0;;0;0;;;1;0;0;45912;76,51;0
E-LINE;0;SO027345;PO010243;WO073408;Firm Planned;0;prolazne rupe;Drawing;DE-1610;45946;KENDA Deutschland GmbH;;307190;WB 10.50Ix12 H2 10/93/140 Ø16.5 ET-35;Silver RAL9006 STARCO 1685@16;RAL9006;20;;0;0;0;0;20;20;0,416666667;;0;0,416666667;;1;0;20;20;45849;74,19;1483,8
E-LINE;0;SO027199;PO010097;WO072888;Firm Planned;0;CO Puncher;Drawing;DE-2410;45954;KENDA Deutschland GmbH;;422152;WB 7.00Ix12 H2 6/80/120 Ø16 R12 ET-4;Silver RAL9006 Avant Tecno 1030@40;RAL9006;100;;0;0;0;0;100;100;1,666666667;;1;0,666666667;1;1;0;100;100;45849;24,78;2478
A-LINE;0;SO027200;PO010096;WO072904;Released;1;;Drawing;;;KENDA Deutschland GmbH;;376851;WI GO 2.50Ax8 35x71;TL Black RAL9005 STARCO 350@16;RAL9005;325;;0;0;0;0;325;325;0,802469136;;0;0,802469136;;1;0;325;325;45849;4,73;1537,25
A-LINE;0;SO027239;PO010120;WO073079;Released;1;;Drawing;;;KENDA Deutschland GmbH;;518640;WI GF 2.50Ax8 20,1x150/143;TL Red RAL3002 FLANGE STARCO 225@20;RAL3002;200;;0;0;0;0;200;200;0,49382716;;0;0,49382716;;1;0;200;200;45849;6,03;1206
E-LINE;0;SO027230;PO010107;WO073028;Released;1;prolazne rupe;Drawing;DE-0910;45939;KENDA Deutschland GmbH;PRIO 22;713540;WB 7.00Bx8 H2 4/70/100 Ø13 ET-24;Orange CP1031 STARCO 650@16;KUBOTA ORANGE;100;;0;0;0;0;100;100;0,8;;0;0,8;;1;0;100;100;45856;20,45;2045
D-LINE;7;SO027204;PO010092;WO072945;Released;1;OC;Drawing;DE-1410;45944;KENDA Deutschland GmbH;;141275;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET-50 RFH;VG7 Silver RAL9006 KENDA 3875@40;RAL9006;8;;0;0;0;0;8;8;1;;1;0;1;;0;8;8;45856;124,51;996,08
D-LINE;8;SO027272;PO010154;WO073182;Released;1;OC;Drawing;DE-1610;45946;KENDA Deutschland GmbH;;141282;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;VG7 Silver RAL9006 STARCO 4375@40;RAL9006;20;;0;0;0;0;20;20;2,5;;2;0,5;2;1;0;20;20;45856;133,83;2676,6
GS-SOK;0;SO026562;PO006705_SO049469;WO071092;Released;6;;Drawing;GS-1010;45940;KENDA Schweiz AG;PRIO 5;108131;DU Wheel SOK2 9.00x15.3/15.3-108,0  DTS   99VSM;Silver RAL9006 V-holes;RAL9006;2;POTENC 23.7;0;2;0;0;2;2;0,133333333;;0;0,133333333;;1;0;2;2;45695;98,8;197,6
B-LINE;4;SO026612;PO009699;WO071224;Released;2;;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;385310;WI EK 7.00Ax8 H2 30x92/102;TL Silver RAL9006 62062RS STARCO 350@40;RAL9006;200;zavareno;195;0;-195;0;5;5;0,04;0,066666667;0;0,04;;1;0,975;5;5;45822;17,75;88,75
G-LINE;0;SO027300;PO010188;WO073291;Released;1;OC;Drawing;DE-0310;;KENDA Deutschland GmbH;PRIO 11;155470;WB 6Jx16 H2 6/161/205 Ø18.5 R14 ET70;Black RAL9005 STARCO 1400@100;RAL9005;60;;60;60;-60;0;0;0;0;;0;0;;;1;0;0;45891;64,48;0
E-LINE;0;SO026721;PO006762;WO071493;Released;1;prolazne rupe;Drawing;GS-1010;45940;KENDA Schweiz AG;;165103;WB 7.00Ix12 H2 5/67/112 Ø14 ET10;Red RAL3000 STARCO 950@20;RAL3000;50;;0;50;0;0;50;50;0,833333333;;0;0,833333333;;1;0;50;50;45891;36,49;1824,5
MTM-SBM;0;SO026721;PO006762;WO071501;Finished;4;OC;Drawing;GS-1010;45940;KENDA Schweiz AG;PRIO 2;603803;WB 6.75x17.5 6/161/205 Ø21.5 R16 ET85;Silver RAL9006 STARCO 2500@80;RAL9006;48;1;48;48;-26;22;22;0;1,1;;1;0,1;1;1;1;0;0;45931;104,75;2304,5
G-LINE;0;SO026849;PO006829_FC_26848;WO071807;Released;8;OC;Drawing;GS-1010;45940;KENDA Schweiz AG;PRIO 6;738437;WB 6.5Jx16 H2 5/94/140 Ø18.5 R14 ET88;Silver RAL9006 KENDA 1650@50;RAL9006;88;POTENC 23.7;67;88;-67;0;21;21;0,7;;0;0,7;;1;0,761363636;21;21;45926;52,58;1104,18
GS-SOK;0;SO027132;PO006916;WO072605;Released;3;;Drawing;GS-1010;45940;KENDA Schweiz AG;PRIO;714752;DU Wheel SOK3 W8x16/17-160,0;Silver RAL9006 With V-hole cutout;RAL9006;2;POTENC 23.7;0;2;0;0;2;2;0,2;;0;0,2;;1;0;2;2;45779;90,8;181,6
F-LINE;0;SO027556;PO010377;WO074048;Finished;1;CO Puncher;Drawing;DE-0310;;KENDA Deutschland GmbH;;149660;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Black CP2004 STARCO 3750@40;RAL9005 (CP1013);40;;40;40;-40;0;0;0;0;;0;0;;;1;0;0;45961;74,88;0
GS-SOK;0;SO027295;PO007037;WO073278;Finished;4;;Drawing;GS-1010;45940;KENDA Schweiz AG;;113920;DU Wheel SOK2 W6x16/15-108,0   96VSM;Grey RAL7042;RAL7042;50;;50;50;-35;15;15;0;1;;1;0;1;;1;0;0;45926;76,96;1154,4
F-LINE;0;SO027557;PO010379;WO074055;Finished;1;CO Puncher;Drawing;DE-0310;;KENDA Deutschland GmbH;;557885;WB 16.00x17 H2 8/221/275 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 4750@40;RAL9006;26;;26;26;-26;0;0;0;0;;0;0;;;1;0;0;45961;62,61;0
F-LINE;0;SO027381;PO010064;WO073472;Released;1;CO Puncher;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;521022;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;VG3 Silver RAL9006 KENDA 2900@40;RAL9006;200;;199;200;-168;31;32;1;1,523809524;2,666666667;1;0,523809524;;3;0,995;1;1;45930;37,99;1215,68
B-LINE;0;SO027383;PO010066;WO073474;Released;1;;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;540221;WI EK 4.50Ix9 H2 35x66/78;TL Silver RAL9006 6207/6207 2RS STARCO 2750@10;RAL9006;400;;0;400;0;0;400;400;2,631578947;5;2;0,631578947;;5;0;400;400;45905;15,14;6056
C-LINE;0;SO027389;PO010068;WO073482;Finished;2;;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;541747;WI EK 4.50Ax6 H 25x90/98;TL Silver RAL9006 6205 2RS STARCO 335@30;RAL9006;200;;200;200;0;200;200;0;0,520833333;0,952380952;0;0,520833333;;1;1;0;0;45912;10,29;2058
G-LINE;0;SO027412;PO007118;WO073526;Finished;1;OC;Drawing;GS-1010;45940;KENDA Schweiz AG;;474120;WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5;Grey RAL7042 STARCO 1600@50;RAL7042;12;;12;0;0;12;12;0;0,5;;0;0,5;;1;1;0;0;45849;48,44;581,28
B-LINE;0;SO027395;PO010074;WO073488;Released;1;;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;681375;WI GK 7.00Ix8 H2 30x105;TL Grey RAL7035 6206 2RS STARCO 400@30;RAL7035;200;;0;200;0;0;200;200;1,6;2,666666667;1;0,6;;3;0;200;200;45919;17,01;3402
E-LINE;0;SO026722;PO006761;WO071502;Released;1;OC;Drawing;GS-1010;45940;KENDA Schweiz AG;PRIO 7;102672;WB 3.50Bx10 H2 4/60/100 Ø16 C105 ET38;Silver RAL9006 STARCO 500@30;RAL9006;100;;0;0;0;0;100;100;0,694444444;;0;0,694444444;;1;0;100;100;45856;27,47;2747
F-LINE;0;SO026731;PO009920;WO075158;Finished;1;CO Puncher;Drawing;DE-0310;;KENDA Deutschland GmbH;;557885;WB 16.00x17 H2 8/221/275 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 4750@40;RAL9006;20;;20;20;-20;0;0;0;0;;0;0;;;1;0;0;45757;60,2;0
G-LINE;0;SO027393;PO010072;WO073486;Finished;1;CO Puncher;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;681306;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0;Grey RAL7035 STARCO 1800@40;RAL7035;20;15;20;0;-18;2;2;0;0,095238095;0,166666667;0;0,095238095;;1;1;0;0;45930;59,53;119,06
F-LINE;0;SO027198;PO010102;WO075159;Finished;1;CO Puncher;Drawing;DE-0310;;KENDA Deutschland GmbH;;557885;WB 16.00x17 H2 8/221/275 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 4750@40;RAL9006;1;;1;1;-1;0;0;0;0;;0;0;;;1;0;0;#N/A;;
D-LINE;0;SO026940;PO009984;WO075176;Finished;1;OC;Drawing;DE-0310;;KENDA Deutschland GmbH;;141282;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;VG7 Silver RAL9006 STARCO 4375@40;RAL9006;1;;1;1;-1;0;0;0;0;;0;0;;;1;0;0;#N/A;;
F-LINE;0;SO027649;PO010167;WO074433;Released;1;CO Puncher;Drawing;PL-1010;45940;KENDA Polska Sp. z.o.o.;;659503;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG2 Silver RAL9006 STARCO 2360@40;RAL9006;24;;0;0;0;0;24;24;1,6;4;1;0,6;;4;0;24;24;45947;74,95;1798,8
