MAIN BOM;No.;Description;Quantity per;Link;Draw
723723;CP1088;POWDER GREY MET 9006 RESIST;0.34;;
723730;545509;RM W10x36;1.00;;
723730;559315;"DU Spacer 36,0""/36,0"" x 45mm Standard";1.00;559315_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559315_BM.pdf
723730;662770;DU Spacer Standard 36-180;1.00;62R360038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360038_BM.pdf
723730;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.55;;
723747;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723747;579559;RM W10x46;1.00;;
723747;61S4600068;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;DPC61S4600068;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S4600068.pdf
723747;62M10031;DU Driving lug 12X50X60;1.00;62M10031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10031_BM.pdf
723747;CP1103;POWDER RAL7040 GREY;0.84;;
723754;545516;RM W10x38;1.00;;
723754;61S3800046;WD Formed T-mount 12mm  Ø930,0-Ø916,5 mm;1.00;DPC61S3800046;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3800046.pdf
723754;CP1088;POWDER GREY MET 9006 RESIST;0.64;;
723761;607818;Valve guard VG9;1.00;;
723761;61S2600030;WD Formed T-mount 12mm  Ø680;1.00;DPC61S2600030;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S2600030.pdf
723761;644509;RM DW20Bx28;1.00;644509_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\644509_BM.pdf
723761;CP5001;POWDER JDM F9H YELLOW;0.64;;
723785;545509;RM W10x36;1.00;;
723785;594705;DU Spacer Stepped 34/28-250;1.00;62R340009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R340009_BM.pdf
723785;CP5001;POWDER JDM F9H YELLOW;0.68;;
723846;60085120S02;RIM 8,50IX12 H2 (3,0mm);1.00;60085120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60085120S02-2.pdf
723846;61P1200262;"DISC,12""PRES, 5/152,4/71";1.00;DPC61P1200262;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200262.pdf
723846;CP1027;POWDER RAL9002 GREY WHITE;0.11;;
723990;559117;DU Spacer Stepped 40/34K-300;1.00;62R400004_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R400004_BM.pdf
723990;579542;RM W10x42;1.00;;
723990;CP1056;POWDER RAL2002 VERMILION;0.92;;
724126;547152;RM DWW12x38;1.00;;
724126;707662;DU Spacer Stepped 38/34-200,0;1.00;62R380097_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380097_BM.pdf
724126;CP5001;POWDER JDM F9H YELLOW;0.73;;
724164;555690;DU Spacer Standard 46-170;1.00;62R460008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R460008_BM.pdf
724164;559360;"DU Spacer 46,0""/46,0"" x 45mm Standard";1.00;559360_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559360_BM.pdf
724164;575063;RM W12x46;1.00;;
724164;CP1064;POWDER RAL3020 RED;0.80;;
724171;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
724171;60070140S01;RIM 7,00JX14 H2 (4,5MM);1.00;60070140S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070140S01-2.pdf
724171;61F1400011;"DISC,14""FLAT,6/150/90";1.00;DPC61F1400011;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F1400011.pdf
724171;CP1095;POWDER GOLD YANMAR;0.13;;
724232;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724232;547152;RM DWW12x38;1.00;;
724232;641522;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600086_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600086_BM.pdf
724232;CP1088;POWDER GREY MET 9006 RESIST;0.67;;
724249;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724249;549323;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;549323_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\549323_BM.pdf
724249;604152;RM W15Lx28;1.00;604152_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\604152_BM.pdf
724249;CP5001;POWDER JDM F9H YELLOW;0.55;;
724256;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724256;542836;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;542836_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542836_BM.pdf
724256;545493;RM W10x32;1.00;;
724263;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724263;575063;RM W12x46;1.00;;
724263;625737;WD Formed T-mount 12mm  Ø1130,0-Ø1119,7mm;1.00;61S4600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600025_BM.pdf
724263;CP5001;POWDER JDM F9H YELLOW;0.92;;
724270;588148;RM DW23Bx38;1.00;;
724270;607818;Valve guard VG9;1.00;;
724270;61S3600160;WD Formed T-mount 15mm  Ø880,0-Ø865,7 mm;1.00;DPC61S3600160;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3600160.pdf
724270;CP5001;POWDER JDM F9H YELLOW;1.05;;
724287;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724287;551098;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;551098_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\551098_BM.pdf
724287;575100;RM W8x32;1.00;;
724287;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.45;;
724294;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724294;579559;RM W10x46;1.00;;
724294;695952;WD Formed T-mount 12mm  Ø1130,0-Ø1119,7mm;1.00;61S4600061_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600061_BM.pdf
724294;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.84;;
724300;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724300;545493;RM W10x32;1.00;;
724300;604176;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200008_BM.pdf
724300;CP1088;POWDER GREY MET 9006 RESIST;0.51;;
724317;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724317;579559;RM W10x46;1.00;;
724317;653907;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600054_BM.pdf
724317;CP1088;POWDER GREY MET 9006 RESIST;0.84;;
724331;545493;RM W10x32;1.00;;
724331;559285;"DU Spacer 32,0""/32,0"" x 45mm Standard";1.00;559285_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559285_BM.pdf
724331;624662;DU Spacer Stepped 32/24K-200;1.00;62R320032_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R320032_BM.pdf
724331;CP1005;POWDER RAL3000 FLAME RED;0.60;;
724348;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724348;547145;RM W8x36;1.00;;
724348;634623;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600067_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600067_BM.pdf
724348;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.53;;
724355;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724355;542805;WD Formed T-mount 12mm  Ø1190,0-Ø1170,5mm;1.00;542805_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542805_BM.pdf
724355;547541;RM W10x48;1.00;;
724355;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.90;;
724362;62R320027;"32"" GS RING";1.00;;
724362;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.25;;
724362;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724379;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724379;547541;RM W10x48;1.00;;
724379;605241;WD Formed T-mount 15mm  Ø1180,0-Ø1170,5mm;1.00;61S4800019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4800019_BM.pdf
724379;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.89;;
724386;62R420072;"42"" GS RING";1.00;;
724386;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.40;;
724386;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724447;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724447;590868;RM W16Lx28;1.00;590868_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\590868_BM.pdf
724447;640501;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800041_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800041_BM.pdf
724447;CP1102;POWDER RAL6003 GREEN;0.78;;
724492;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724492;497099;RM DWW18Lx38;1.00;;
724492;640167;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600083_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600083_BM.pdf
724492;CP5001;POWDER JDM F9H YELLOW;0.87;;
724508;488554;RM DWW16Lx30;1.00;;
724508;494722;DU Spacer Emc2 30-335,0;1.00;62R300004_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R300004_BM.pdf
724508;CP1056;POWDER RAL2002 VERMILION;0.77;;
724515;62R440043;"44"" GS RING";1.00;;
724515;CP1064;POWDER RAL3020 RED;0.41;;
724515;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724539;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724539;547541;RM W10x48;1.00;;
724539;605241;WD Formed T-mount 15mm  Ø1180,0-Ø1170,5mm;1.00;61S4800019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4800019_BM.pdf
724539;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.89;;
724546;198514;Precision B/Bearing 6205 2RS-25,0x52,0x15,0;2.00;;
724546;336145;Sealing Washer Steel 25,0x52,0x5,00 &nbsp Zinc ...;2.00;;
724546;CP1005;POWDER RAL3000 FLAME RED;0.06;;
724546;DT0072;DISTANCE TUBE fi 30/26X117,0;1.00;DT0072;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0072.pdf
724546;HT10154;HUB TUBE t57/52x160;1.00;HT10154;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10154.pdf
724546;ST1005;COIL H.R. 2,0X313 mm   EN10051 P&O;2.36;;
724553;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724553;622194;RM W12x50;1.00;;
724553;653945;WD Formed T-mount 15mm  Ø1240,0-Ø1221,3mm;1.00;61S5000012_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S5000012_BM.pdf
724553;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;1.04;;
724560;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724560;579474;RM W12x36;1.00;;
724560;594026;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600013_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600013_BM.pdf
724560;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.66;;
724591;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724591;545493;RM W10x32;1.00;;
724591;668277;WD Formed T-mount 12mm  Ø780,0-Ø767,4mm;1.00;61S3200092_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200092_BM.pdf
724607;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724607;579559;RM W10x46;1.00;;
724607;653907;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600054_BM.pdf
724607;CP1093;POWDER GREY VALTRA;0.84;;
724621;545493;RM W10x32;1.00;;
724621;559285;DU Clamp ring 32-45;1.00;559285_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559285_BM.pdf
724621;716770;DU Spacer Standard 32-140,0;1.00;62R320061_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R320061_BM.pdf
724621;CP1002;POWDER RAL3002 CARMINE RED;0.45;;
724676;579573;RM W10x50;1.00;;
724676;690209;DU Spacer Stepped 48/42K-300,0;1.00;62R480040_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R480040_BM.pdf
724676;CP5001;POWDER JDM F9H YELLOW;1.00;;
724690;60105120S02;RIM 10,5IX12 H2 (3,0MM);1.00;60105120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60105120S02-2.pdf
724690;61P1200348;"DISC,12""PRES, 5/112/67";1.00;DPC61P1200348;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200348.pdf
724690;CP1088;POWDER GREY MET 9006 RESIST;0.14;;
724720;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724720;489735;RM DWW16Lx38;1.00;;
724720;494852;DU Spacer Emc2 38-285;1.00;62R380027_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380027_BM.pdf
724720;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.97;;
724737;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724737;579559;RM W10x46;1.00;;
724737;653907;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600054_BM.pdf
724737;CP5001;POWDER JDM F9H YELLOW;0.84;;
724751;60160225S02;RIM 16,00X22,5 H2 (6,0MM);1.00;60160225S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160225S02-2.pdf
724751;61F2250030;"DISC,22,5""FLAT,8/275/221";1.00;DPC61F2250030;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F2250030.pdf
724751;CP1019;POWDER RAL9010 PURE WHITE;0.41;;
724782;61S2400052;WD Formed T-mount 12mm  Ø590,0-Ø560,9;1.00;DPC61S2400052;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S2400052.pdf
724782;723389;RM DW25Bx26;1.00;723389_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\723389_BM.pdf
724782;CP1073;POWDER CNH WHITE;0.66;;
724799;361482;Valve guard VG7;1.00;;
724799;559025;DU Spacer Stepped 38/30K-300;1.00;62R380024_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380024_BM.pdf
724799;561813;RM W8x40;1.00;;
724799;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.66;;
724829;495484;DU Spacer Standard 28-300;1.00;62R280005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280005_BM.pdf
724829;589084;RM W18Lx28;1.00;589084_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\589084_BM.pdf
724829;CP1019;POWDER RAL9010 PURE WHITE;0.75;;
724843;60130170S02;RIM 13,00X17 H2 (5,0MM);1.00;60130170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130170S02-2.pdf
724843;61P1700129;"DISC,17"" SQUARE,6/205/161";1.00;DPC61P1700129;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700129.pdf
724843;CP1057;POWDER RAL9003 WHITE SIGNAL;0.26;;
724843;ST2006;STEEL STRIP 12x50x6000 S275JR+AR;0.26;;
724850;62R380103;"38"" GS RING";1.00;;
724850;CP1005;POWDER RAL3000 FLAME RED;0.42;;
724850;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724867;62R460088;"46"" GS RING";1.00;;
724867;CP1093;POWDER GREY VALTRA;0.58;;
724867;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724874;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
724874;60160161S01;RIM W16,00CX16,1 (4,0MM);1.00;60160161S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160161S01-2.pdf
724874;61P1600268;"DISC,16"" PRES,6/150/117,4";1.00;DPC61P1600268;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600268.pdf
724874;CP1095;POWDER GOLD YANMAR;0.28;;
724881;494906;DU Spacer Emc2 42-285;1.00;62R420020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420020_BM.pdf
724881;595993;RM DDW18Lx42;1.00;;
724881;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;1.08;;
724928;547152;RM DWW12x38;1.00;;
724928;555683;DU Spacer Standard 38-170;1.00;62R380018_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380018_BM.pdf
724928;559315;DU Clamp ring 36-45;1.00;559315_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559315_BM.pdf
724928;CP1056;POWDER RAL2002 VERMILION;0.61;;
724935;497068;RM DWW15Lx34;1.00;;
724935;559285;DU Clamp ring 32-45;1.00;559285_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559285_BM.pdf
724935;719443;DU Spacer Standard 34K-220,0;1.00;62R340034_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R340034_BM.pdf
724935;CP1064;POWDER RAL3020 RED;0.74;;
724942;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
724942;486246;RM DWW16Lx42;1.00;;
724942;559155;DU Spacer Stepped 42/38K-350;1.00;62R420019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420019_BM.pdf
724942;CP1088;POWDER GREY MET 9006 RESIST;1.08;;
724959;62R420072;"42"" GS RING";1.00;;
724959;CP1064;POWDER RAL3020 RED;0.40;;
724959;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
724966;62R420098;"42"" GS RING";1.00;;
724966;CR052;38x80 GS RING;1.00;;
724973;559117;DU Spacer Stepped 40/34K-300;1.00;62R400004_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R400004_BM.pdf
724973;579542;RM W10x42;1.00;;
724973;CP1077;POWDER RAL9018 WHITE;0.84;;
724980;60070120S13;RIM 7,00JAX12 H2 (2,5MM);1.00;60070120S13-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070120S13-2.pdf
725000;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
725000;547152;RM DWW12x38;1.00;;
725000;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
725000;CP1056;POWDER RAL2002 VERMILION;0.69;;
725017;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
725017;503707;WD Formed T-mount 15mm  Ø1340,0-Ø1322,9mm;1.00;503707_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503707_BM.pdf
725017;579597;RM W12x54;1.00;;
725017;CP1056;POWDER RAL2002 VERMILION;1.16;;
725024;579542;RM W10x42;1.00;;
725024;607818;Valve guard VG9;1.00;;
725024;611549;DU Driving lug   AW  12X50X60;1.00;62M10031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10031_BM.pdf
725024;61S4200042;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;DPC61S4200042;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S4200042.pdf
725024;CP1064;POWDER RAL3020 RED;0.73;;
725031;277455;Nut M16;1.00;;
725031;60045120S02;RIM 4,50IX12 H2 (2,5MM);1.00;60045120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60045120S02-2.pdf
725031;61P1200433;"DISC,12""PRES, 4/125/85";1.00;DPC61P1200433;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200433.pdf
725031;CP1088;POWDER GREY MET 9006 RESIST;0.10;;
725048;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
725048;60160170S03;RIM 16,00X17 H2 (5,0MM);1.00;60160170S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160170S03-2.pdf
725048;61P1700007;"DISC,17""PRES,6/205/161";1.00;DPC61P1700007;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700007.pdf
725048;CP0007;POWDER RAL7024 GRAPHITE GREY;0.30;;
725055;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
725055;486246;RM DWW16Lx42;1.00;;
725055;724966;DU Spacer Stepped 42/38-350,0;1.00;62R420098_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420098_BM.pdf
725055;CP1088;POWDER GREY MET 9006 RESIST;1.08;;
725062;497488;DU Spacer Stepped 42/38K-300;1.00;62R420026_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420026_BM.pdf
725062;575124;RM W8x44;1.00;;
725062;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.80;;
725086;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
725086;565248;DU Spacer Stepped 48/38-250,0;2.00;565248_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\565248_BM.pdf
725086;575070;RM W12x48;1.00;;
725086;648224;DU Clamp ring 38-70;1.00;CR106_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\CR106_BM.pdf
725093;61S1700053;WD Plug-fit 12mm  Ø421,0mm;1.00;;
725116;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
725116;489735;RM DWW16Lx38;1.00;;
725116;588353;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600009_BM.pdf
725116;CP1088;POWDER GREY MET 9006 RESIST;0.80;;
725123;561813;RM W8x40;1.00;;
725123;622231;DU Spacer Stepped 38/34-250;1.00;62R380058_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380058_BM.pdf
725123;CP1009;POWDER RAL7037 DUSTY GREY;0.60;;
725130;62R400017;"40"" GS RING";1.00;;
725130;CP1009;POWDER RAL7037 DUSTY GREY;0.26;;
725130;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
725147;493541;VL V3.16.1 Steel Bolt-in;1.00;;
725147;61S2000056;20'' GS DISC 10/335/281;1.00;DPC61S2000056;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S2000056.pdf
725147;715001;RM 18.00/1.5-21;1.00;;
725147;CP1067;POWDER RAL9005 BLACK GL 80-90;0.47;;
725161;575124;RM W8x44;1.00;;
725161;625461;DU Spacer Stepped 42/38K-250;1.00;62R420056_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420056_BM.pdf
