MAIN BOM;No.;Description;Quantity per;Link;Draw
721941;61P1600263;"DISC,16"" PRES,6/205/161";1.00;DPC61P1600263;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600263.pdf
721941;CP1088;POWDER GREY MET 9006 RESIST;0.18;;
722016;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722016;497082;RM DWW16Lx34;1.00;;
722016;640020;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200060_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200060_BM.pdf
722016;CP1088;POWDER GREY MET 9006 RESIST;0.70;;
722023;493541;VL V3.16.1 Steel Bolt-in;1.00;;
722023;61S2000056;20'' GS DISC 10/335/281;1.00;DPC61S2000056;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S2000056.pdf
722023;715001;RM 18.00/1.5-21;1.00;;
722023;CP1067;POWDER RAL9005 BLACK GL 80-90;0.47;;
722030;60110180S09;RIM 11,00WX18 H2 (4,5MM);1.00;60110180S09-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110180S09-2.pdf
722030;61P1800006;"DISC,18"" PRES 6/205/161";1.00;DPC61P1800006;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800006.pdf
722030;CP1088;POWDER GREY MET 9006 RESIST;0.25;;
722047;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722047;60130195S01;RIM 13,00X19,5 H2 (6,0MM);1.00;60130195S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130195S01-2.pdf
722047;61P1800119;"DISC,18"" PRES 8/275/221";1.00;DPC61P1800119;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800119.pdf
722047;CP1088;POWDER GREY MET 9006 RESIST;0.29;;
722054;575124;RM W8x44;1.00;;
722054;625461;DU Spacer Stepped 42/38K-250;1.00;62R420056_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420056_BM.pdf
722054;CP1064;POWDER RAL3020 RED;0.81;;
722061;564951;DU Spacer Stepped 44/38K-300;1.00;62R440005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R440005_BM.pdf
722061;575063;RM W12x46;1.00;;
722061;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;1.05;;
722092;62R420096;"42"" GS RING";1.00;;
722092;CR035;42x335 GS RING;1.00;;
722115;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722115;497082;RM DWW16Lx34;1.00;;
722115;640020;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200060_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200060_BM.pdf
722115;CP5001;POWDER JDM F9H YELLOW;0.70;;
722139;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722139;497099;RM DWW18Lx38;1.00;;
722139;61S3600157;WD Formed T-mount 15mm  Ø880,0-Ø865,7 mm;1.00;DPC61S3600157;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3600157.pdf
722139;CP1064;POWDER RAL3020 RED;0.98;;
722245;60110180S10;RIM 11,00WX18 H2 (4,5MM);1.00;60110180S10-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110180S10-2.pdf
722245;61P1800117;"DISC,18"" SQUARE 6/285/250";1.00;DPC61P1800117;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800117.pdf
722245;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.25;;
722252;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722252;497099;RM DWW18Lx38;1.00;;
722252;653815;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600096_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600096_BM.pdf
722252;CP5001;POWDER JDM F9H YELLOW;0.87;;
722276;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722276;622194;RM W12x50;1.00;;
722276;632902;WD Formed T-mount 15mm  Ø1240,0-Ø1221,3mm;1.00;61S5000005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S5000005_BM.pdf
722276;CP2014;POWDER GRIGIO PE 5220 (4M8071);1.04;;
722283;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722283;579474;RM W12x36;1.00;;
722283;600345;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;61S3600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600025_BM.pdf
722283;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.66;;
722375;552828;DU Spacer Stepped 42/34K-300;1.00;62R420009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420009_BM.pdf
722375;575124;RM W8x44;1.00;;
722375;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.80;;
722382;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722382;486499;RM DWW27Bx32;1.00;;
722382;589114;WD Formed T-mount 15mm  Ø740,0-Ø713,3mm;1.00;61S3000001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3000001_BM.pdf
722382;CP5001;POWDER JDM F9H YELLOW;0.98;;
722429;60070160S03;RIM 7,00JX16 H2 (4MM);1.00;60070160S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070160S03-2.pdf
722429;61P1600016;"DISC,16""PRES,6/205/161";1.00;DPC61P1600016;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600016.pdf
722429;CP1088;POWDER GREY MET 9006 RESIST;0.16;;
722436;61F2250028;"DISC,22,5""FLAT,8/190/145";1.00;DPC61F2250028;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F2250028.pdf
722436;CP1088;POWDER GREY MET 9006 RESIST;0.07;;
722450;61F2250027;"DISC,22,5""FLAT,8/250/199";1.00;DPC61F2250027;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F2250027.pdf
722450;CP1088;POWDER GREY MET 9006 RESIST;0.07;;
722467;60090153S03;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S03-2.pdf
722467;61P1500198;"DISC,15""SQUARE, 6/205/161";1.00;DPC61P1500198;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500198.pdf
722467;CP1056;POWDER RAL2002 VERMILION;0.17;;
722498;60110180S09;RIM 11,00WX18 H2 (4,5MM);1.00;60110180S09-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110180S09-2.pdf
722498;61P1800121;"DISC,18"" PRES 6/205/161";1.00;DPC61P1800121;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800121.pdf
722498;CP1088;POWDER GREY MET 9006 RESIST;0.25;;
722504;62R480047;"48"" GS RING";1.00;;
722511;62R160027;"16"" X 140 GS RING";1.00;;
722528;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722528;60130195S01;RIM 13,00X19,5 H2 (6,0MM);1.00;60130195S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130195S01-2.pdf
722528;61P1800120;"DISC,18"" PRES 8/275/221";1.00;DPC61P1800120;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800120.pdf
722528;CP1088;POWDER GREY MET 9006 RESIST;0.26;;
722559;722504;DU Spacer Stepped 48/38-127,5;2.00;62R480047_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R480047_BM.pdf
722559;CR146;38x140 GS RING;1.00;CR146_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\CR146_BM.pdf
722580;481913;DU Clamp SOK weld-on;2.00;62G10001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G10001_BM.pdf
722580;506470;RM 5.50Fx16 H2;1.00;506470_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\506470_BM.pdf
722580;62M10003;Drive block 25x25x20;2.00;62M10003_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10003_BM.pdf
722580;62M10268;Stop ring segment 18x18x100;4.00;62M10268_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10268_BM.pdf
722580;722511;DU Spacer Standard 16-140,0;1.00;62R160027_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R160027_BM.pdf
722580;CP8002;LIQUIDE PAINT RAL9006 SILVER;0.17;;
722580;TU2006;STEEL BAR 50,0x50,0x4000 S355-ST50;0.20;;
722610;60070120S04;RIM 7,00IX12 H2 (3,0MM);1.00;60070120S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070120S04-2.pdf
722610;61P1200387;"DISC,12""SQUARE,5/140/94";1.00;DPC61P1200387;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200387.pdf
722610;CP1088;POWDER GREY MET 9006 RESIST;0.11;;
722634;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722634;579559;RM W10x46;1.00;;
722634;632568;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600038_BM.pdf
722634;CP1088;POWDER GREY MET 9006 RESIST;0.84;;
722641;62R360063;"36"" GS RING";1.00;;
722658;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722658;486260;RM DWW23Bx42;1.00;;
722658;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
722658;CP5002;POWDER Terra Red TGIC-frei ;1.18;;
722672;62R360065;"36"" GS RING";1.00;;
722696;61S2000034;WD Formed T-mount 15mm  Ø487,2 mm;1.00;DPC61S2000034;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S2000034.pdf
722696;708720;RM 10.00W-20;1.00;;
722702;722641;DU Spacer Stepped 36/28-130,0;1.00;62R360063_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360063_BM.pdf
722702;722672;DU Spacer Stepped 36/28-170,0;1.00;62R360065_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360065_BM.pdf
722702;CR043;32x250 GS RING;1.00;;
722740;579474;RM W12x36;1.00;;
722740;604923;DU Spacer Standard 36-170;1.00;62R360019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360019_BM.pdf
722740;CP1056;POWDER RAL2002 VERMILION;0.60;;
722740;CR082;36x45 GS RING;1.00;;
722757;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722757;503608;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800001_BM.pdf
722757;579436;RM DWW12x30;1.00;;
722757;CP5001;POWDER JDM F9H YELLOW;0.49;;
722764;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722764;622187;RM W13x46;1.00;;
722764;625737;WD Formed T-mount 12mm  Ø1130,0-Ø1119,7mm;1.00;61S4600025_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600025_BM.pdf
722764;CP5001;POWDER JDM F9H YELLOW;0.95;;
722771;62R280046;"28"" GS RING";1.00;;
722788;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722788;60100240S01;RIM 10WX24 (5mm);1.00;60100240S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60100240S01-2.pdf
722788;61P2400154;"24"" PLUGGED DISC 6/285/250";1.00;DPC61P2400154;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400154.pdf
722795;559254;DU Clamp ring 28-45;1.00;559254_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559254_BM.pdf
722795;606323;RM W7x28;1.00;606323_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\606323_BM.pdf
722795;722771;DU Spacer Stepped 28/24-140,0;1.00;62R280046_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280046_BM.pdf
722795;CP1009;POWDER RAL7037 DUSTY GREY;0.29;;
722801;575124;RM W8x44;1.00;;
722801;625461;DU Spacer Stepped 42/38K-250;1.00;62R420056_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420056_BM.pdf
722849;525396;DU Spacer Stepped 32/24-170;1.00;62R320001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R320001_BM.pdf
722849;559285;"DU Spacer 32,0""/32,0"" x 45mm Standard";1.00;559285_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559285_BM.pdf
722849;575100;RM W8x32;1.00;;
722849;CP1064;POWDER RAL3020 RED;0.50;;
722863;545516;RM W10x38;1.00;;
722863;555683;DU Spacer Standard 38-170;1.00;62R380018_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380018_BM.pdf
722863;559322;"DU Spacer 38,0""/38,0"" x 45mm Standard";1.00;559322_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559322_BM.pdf
722863;CP1088;POWDER GREY MET 9006 RESIST;0.62;;
722917;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722917;547152;RM DWW12x38;1.00;;
722917;61S3600158;WD Formed T-mount 12mm  Ø880,0-Ø865,7 mm;1.00;DPC61S3600158;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3600158.pdf
722924;60130170S02;RIM 13,00X17 H2 (5,0MM);1.00;60130170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130170S02-2.pdf
722924;61P1700105;"DISC,17""PRES,6/205/161";1.00;DPC61P1700105;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700105.pdf
722924;CP2010;POWDER RAL7042 GRAY;0.25;;
722931;548678;DU Spacer Stepped 46/38-128;2.00;62R460002_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R460002_BM.pdf
722931;579559;RM W10x46;1.00;;
722931;CP5001;POWDER JDM F9H YELLOW;1.00;;
722931;CR111;38x140 GS RING;1.00;CR111_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\CR111_BM.pdf
722948;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722948;542836;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;542836_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542836_BM.pdf
722948;575100;RM W8x32;1.00;;
722948;CP5001;POWDER JDM F9H YELLOW;0.44;;
722955;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722955;630656;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600031_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600031_BM.pdf
722955;634418;RM W10x46;1.00;;
722955;CP5001;POWDER JDM F9H YELLOW;0.84;;
722962;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722962;486246;RM DWW16Lx42;1.00;;
722962;625355;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000019_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000019_BM.pdf
722962;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.92;;
722979;60068175S02;RIM 6,75X17,5 H2 (5MM);1.00;60068175S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60068175S02-2.pdf
722979;61P1700113;"DISC,17"" SQUARE,6/205/161";1.00;DPC61P1700113;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700113.pdf
722979;CP1067;POWDER RAL9005 BLACK GL 80-90;0.17;;
722986;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
722986;504568;RM DWW15Lx30;1.00;;
722986;693194;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800067_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800067_BM.pdf
722986;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.56;;
723129;62R440012;"44"" GS RING";1.00;;
723129;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
723167;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723167;579559;RM W10x46;1.00;;
723167;653907;WD Formed T-mount 15mm  Ø1130,0-Ø1119,7mm;1.00;61S4600054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4600054_BM.pdf
723167;CP1086;POWDER FTX GRIGIO PESCARA (Deutz dark grey);0.84;;
723174;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723174;545493;RM W10x32;1.00;;
723174;668277;WD Formed T-mount 12mm  Ø780,0-Ø767,4mm;1.00;61S3200092_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200092_BM.pdf
723181;62R440012;"44"" GS RING";1.00;;
723181;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.30;;
723181;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
723211;692593;RM TW25Bx44;1.00;;
723211;696553;DU Spacer Emc2 44K-385 V68;1.00;62R440038_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R440038_BM.pdf
723228;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723228;60160240S04;RIM DW16LX24,0mm;1.00;60160240S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160240S04-2.pdf
723228;61P2400155;"24"" PLUGGED DISC 8/275/221";1.00;DPC61P2400155;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400155.pdf
723228;CP5001;POWDER JDM F9H YELLOW;0.45;;
723259;62R460027;"46"" GS RING";1.00;;
723259;CP1103;POWDER RAL7040 GREY;0.45;;
723259;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
723266;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723266;491028;RM DWW20Bx38;1.00;;
723266;61S3600159;WD Formed T-mount 15mm  Ø880,0-Ø865,7 mm;1.00;DPC61S3600159;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3600159.pdf
723266;CP5001;POWDER JDM F9H YELLOW;0.95;;
723273;321837;Precision B/Bearing 6305 2RS-25,0x62,0x17,0;2.00;;
723273;CP1021;POWDER RAL1003 SIGNAL YELLOW;0.10;;
723273;DT0105;DISTANCE TUBE fi 30/17,1X128;1.00;DT0105;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0105.pdf
723273;HT10159;HUB TUBE r70/58X118;1.00;HT10159;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10159.pdf
723273;ST0114;COIL H.R. 2,5X303 mm   EN10051 P&O;2.63;;
723303;545530;RM W8x48;1.00;;
723303;565217;DU Spacer Stepped 46/38K-300;1.00;62R460020_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R460020_BM.pdf
723303;CP1027;POWDER RAL9002 GREY WHITE;0.98;;
723310;60160170S02;RIM 16,00X17 H2 (5,0MM);1.00;60160170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160170S02-2.pdf
723310;61P1700133;"DISC,17"" SQUARE,8/275/221";1.00;DPC61P1700133;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700133.pdf
723310;CP1088;POWDER GREY MET 9006 RESIST;0.30;;
723327;60130170S02;RIM 13,00X17 H2 (5,0MM);1.00;60130170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130170S02-2.pdf
723327;61P1700134;"DISC,17""PRES, 6/152.4/117.4";1.00;DPC61P1700134;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700134.pdf
723327;CP1073;POWDER CNH WHITE;0.27;;
723365;62R420097;"42"" GS RING";1.00;;
723365;CR053;42x80 GS RING;1.00;;
723372;61S2400051;"24"" GS DISC";1.00;;
723389;60250260S03;RIM DW25BX26 (6,0MM);1.00;60250260S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60250260S03-2.pdf
723396;588216;RM W12x34;1.00;;
723396;61S3400037;WD Formed T-mount 15mm  Ø830,0-814,9 mm;1.00;DPC61S3400037;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S3400037.pdf
723396;CP5001;POWDER JDM F9H YELLOW;0.53;;
723402;575124;RM W8x44;1.00;;
723402;723365;DU Spacer Stepped 42/38K-350;1.00;62R420097_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420097_BM.pdf
723402;CP5001;POWDER JDM F9H YELLOW;0.81;;
723587;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723587;486246;RM DWW16Lx42;1.00;;
723587;609836;WD Formed T-mount 15mm  Ø980,0-Ø967,3mm;1.00;61S4000014_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000014_BM.pdf
723587;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.92;;
723594;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723594;504568;RM DWW15Lx30;1.00;;
723594;693194;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800067_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800067_BM.pdf
723594;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.56;;
723686;486246;RM DWW16Lx42;1.00;;
723686;494944;DU Spacer Emc2 42K-335;1.00;62R420008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420008_BM.pdf
723686;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;1.13;;
723693;60130180S08;RIM 13,00WX18 H2 (5,0MM);1.00;60130180S08-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130180S08-2.pdf
723693;61P1800111;"DISC,18"" PRES 6/170/135,3";1.00;DPC61P1800111;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800111.pdf
723693;CP1073;POWDER CNH WHITE;0.29;;
723709;60080160S21;RIM 8WX16 H2 (4,0MM);1.00;60080160S21-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S21-2.pdf
723709;61P1600267;"DISC,16"" PRES,5/160/110";1.00;DPC61P1600267;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600267.pdf
723709;CP1027;POWDER RAL9002 GREY WHITE;0.18;;
723716;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
723716;491028;RM DWW20Bx38;1.00;;
723716;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
723716;CP1088;POWDER GREY MET 9006 RESIST;0.96;;
723723;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
723723;60118225S03;RIM 11,75X22,5 H2 (6,0MM);1.00;60118225S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60118225S03-2.pdf
723723;61F2250029;"DISC,22,5""FLAT 5/335/290";1.00;DPC61F2250029;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F2250029.pdf
